Search keyword report
6 November 2025 - 7 November 2025
Keyword status,Keyword,Match type,Ad group,Status,Status reasons,Conversions,Currency code,Cost / conv.,Final URL,Impr.,Clicks,CTR,Cost,Conv. rate
Paused,[luxury wreaths],Exact Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Enabled,[buy luxury christmas wreath],Exact Match,Christmas Products,Not eligible,rarely served,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Enabled,"""luxury handmade christmas wreath""",Phrase Match,Christmas Products,Not eligible,rarely served,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Enabled,"""luxury christmas wreath""",Phrase Match,Christmas Products,Eligible,,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,5,1,20.00%,4.03,0.00%
Enabled,"""expensive christmas decor""",Phrase Match,Christmas Products,Eligible,,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,1,0,0.00%,0.00,0.00%
Enabled,"""handcrafted christmas decorations""",Phrase Match,Christmas Products,Eligible,,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,19,5,26.32%,14.68,0.00%
Enabled,"""luxury christmas wreaths""",Phrase Match,Christmas Products,Eligible,,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,1,0,0.00%,0.00,0.00%
Enabled,"""luxury christmas decor""",Phrase Match,Christmas Products,Eligible,,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,26,4,15.38%,17.67,0.00%
Paused,christmas gifts,Broad Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,0,0, --,0.00,0.00%
Paused,xmas shopping,Broad Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,0,0, --,0.00,0.00%
Paused,seasonal decor,Broad Match,Christmas Products,Paused,Paused,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,0,0, --,0.00,0.00%
Enabled,"""xmas wreaths for front door""",Phrase Match,Christmas Products,Eligible,,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Paused,"""luxury christmas candle holder""",Phrase Match,Christmas Products,Paused,Paused,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-candle-holders-centrepieces,0,0, --,0.00,0.00%
Enabled,"""designer christmas door wreath""",Phrase Match,Christmas Products,Not eligible,rarely served,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Paused,"""bespoke christmas centrepiece australia""",Phrase Match,Christmas Products,Paused,Paused; rarely served,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-candle-holders-centrepieces,0,0, --,0.00,0.00%
Paused,christmas table decorations,Broad Match,Christmas Products,Paused,Paused,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-candle-holders-centrepieces,0,0, --,0.00,0.00%
Paused,christmas flower arrangements,Broad Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,0,0, --,0.00,0.00%
Paused,"""christmas wreath delivery""",Phrase Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Enabled,[wreath for front door],Exact Match,Christmas Products,Limited,below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Paused,"""high end christmas wreath""",Phrase Match,Christmas Products,Paused,Paused,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Enabled,[luxury christmas wreath online],Exact Match,Christmas Products,Not eligible,rarely served,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Paused,"""designer luxury christmas wreath""",Phrase Match,Christmas Products,Paused,Paused; rarely served,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Enabled,"""handcrafted christmas wreath australia""",Phrase Match,Christmas Products,Not eligible,rarely served,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Enabled,"""premium christmas decorations""",Phrase Match,Christmas Products,Limited,below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,3,1,33.33%,2.96,0.00%
Enabled,[christmas door wreath australia],Exact Match,Christmas Products,Limited,below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,1,0,0.00%,0.00,0.00%
Paused,christmas wreath,Broad Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Paused,christmas gift ideas,Broad Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,0,0, --,0.00,0.00%
Paused,[buy christmas wreath],Exact Match,Christmas Products,Paused,Paused,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Paused,christmas decor reindeer,Broad Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,0,0, --,0.00,0.00%
Paused,"""luxury artificial christmas wreaths""",Phrase Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Paused,"""luxury handcrafted christmas wreath""",Phrase Match,Christmas Products,Paused,Paused; rarely served,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Paused,christmas ideas,Broad Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,0,0, --,0.00,0.00%
Paused,[christmas door wreaths],Exact Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Paused,xmas accessories,Broad Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,0,0, --,0.00,0.00%
Enabled,"""luxury christmas door wreath""",Phrase Match,Christmas Products,Eligible,,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Paused,luxury christmas wreath australia,Broad Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Enabled,[premium luxury christmas wreath],Exact Match,Christmas Products,Not eligible,rarely served,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Enabled,"""custom christmas wreath australia""",Phrase Match,Christmas Products,Not eligible,rarely served,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Paused,"""premium luxury christmas wreath""",Phrase Match,Christmas Products,Paused,Paused; rarely served,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Enabled,"""custom christmas decorations""",Phrase Match,Christmas Products,Eligible,,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,11,2,18.18%,7.00,0.00%
Paused,"""xmas gifts""",Phrase Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,0,0, --,0.00,0.00%
Paused,xmas decorations,Broad Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,0,0, --,0.00,0.00%
Paused,festive wreaths,Broad Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Enabled,"""holiday christmas decorations""",Phrase Match,Christmas Products,Limited,below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,0,0, --,0.00,0.00%
Paused,"""bespoke christmas wreath""",Phrase Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Paused,"""bespoke christmas wreath australia""",Phrase Match,Christmas Products,Paused,Paused; rarely served,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Paused,"""premium christmas centrepieces""",Phrase Match,Christmas Products,Paused,Paused; rarely served,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-candle-holders-centrepieces,0,0, --,0.00,0.00%
Paused,festive decorations,Broad Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,0,0, --,0.00,0.00%
Paused,"""christmas gifts""",Phrase Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,0,0, --,0.00,0.00%
Paused,christmas items,Broad Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,0,0, --,0.00,0.00%
Paused,xmas gift ideas,Broad Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,0,0, --,0.00,0.00%
Enabled,[christmas wreath online],Exact Match,Christmas Products,Eligible,,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Paused,"""christmas decorations australia""",Phrase Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-collection,0,0, --,0.00,0.00%
Paused,"""christmas wreaths australia""",Phrase Match,Christmas Products,Paused,Paused,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Paused,[luxury christmas door wreath],Exact Match,Christmas Products,Paused,Paused; below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Paused,[luxury christmas wreath australia],Exact Match,Christmas Products,Paused,Paused,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
Enabled,"""premium christmas wreath""",Phrase Match,Christmas Products,Limited,below first page bid,0.00,AUD,0.00,https://beliefsinwreaths.com.au/collections/christmas-wreaths,0,0, --,0.00,0.00%
 --,,Total: All but removed keywords, --, --,,0.00,AUD,0.00,,85,14,16.47%,50.16,0.00%
,,Total: Keywords in your campaign,,,,0.00,AUD,0.00,,85,14,16.47%,50.16,0.00%
,,Total: Your keywords.,,,,0.00,AUD,0.00,,85,14,16.47%,50.16,0.00%
,,Total: AI Max expanded matches,,,,0.00,AUD,0.00,,0,0, --,0.00,0.00%
,,Total: AI Max landing page matches,,,,0.00,AUD,0.00,,0,0, --,0.00,0.00%
,,Total: URL inclusions in your campaign,,,,0.00,AUD,0.00,,0,0, --,0.00,0.00%
,,Total: Search keywords on display network,,,,0.00,AUD,0.00,,0,0, --,0.00,0.00%
,,Total: Campaign,,,,0.00,AUD,0.00,,85,14,16.47%,50.16,0.00%
